"No.","Time","Delta","Source","Destination","Protocol","Length","Value","Info"
"21600","2021-12-21 14:20:09.789337","0.304257","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304934bd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"21678","2021-12-21 14:20:10.586879","0.797542","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310943ed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"22702","2021-12-21 14:20:19.779464","9.192585","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13049549d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"22830","2021-12-21 14:20:20.620674","0.841210","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310963cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"23846","2021-12-21 14:20:29.815090","9.194416","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13049747d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"23920","2021-12-21 14:20:30.655962","0.840872","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310983ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"24919","2021-12-21 14:20:39.850735","9.194773","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13049945d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"25043","2021-12-21 14:20:40.675374","0.824639","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13109a38d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"25691","2021-12-21 14:20:46.736506","6.061132","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c9b0137d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"25716","2021-12-21 14:20:46.856589","0.120083","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a16079c0000b40088d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"25782","2021-12-21 14:20:47.379610","0.523021","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a16079ddc00b400ab23d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"25929","2021-12-21 14:20:48.415550","1.035940","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a16079e0000b40086d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26025","2021-12-21 14:20:49.015758","0.600208","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a16079fdc00b400a9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26147","2021-12-21 14:20:49.870778","0.855020","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304a03ed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26187","2021-12-21 14:20:50.034472","0.163694","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a10000b40083d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26238","2021-12-21 14:20:50.695750","0.661278","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310a230d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26262","2021-12-21 14:20:50.740957","0.045207","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a3dc00b400a5d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26264","2021-12-21 14:20:50.765774","0.024817","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a3dc00b400a5d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26380","2021-12-21 14:20:51.777014","1.011240","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a40000b40080d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26489","2021-12-21 14:20:52.510744","0.733730","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a5dc00b400a3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26629","2021-12-21 14:20:53.545633","1.034889","Master_0x911bb85d","Slave_0x911bb85d","ATT","44","8d0a1607a60000b4007ed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26713","2021-12-21 14:20:54.086035","0.540402","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ea700010025d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26720","2021-12-21 14:20:54.115257","0.029222","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19a81ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"26740","2021-12-21 14:20:54.153681","0.038424","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160ca9002ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"27322","2021-12-21 14:20:59.891798","5.738117","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304aa34d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"27440","2021-12-21 14:21:00.716386","0.824588","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a1310ab2327d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"28414","2021-12-21 14:21:09.910115","9.193729","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304ac32d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"28529","2021-12-21 14:21:10.735913","0.825798","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310ad25d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"29422","2021-12-21 14:21:19.944643","9.208730","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304ae30d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"29544","2021-12-21 14:21:20.770687","0.826044","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310af23d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"30546","2021-12-21 14:21:29.980852","9.210165","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304b02ed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"30667","2021-12-21 14:21:30.790881","0.810029","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310b121d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"30769","2021-12-21 14:21:31.899850","1.108969","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cb20120d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"30789","2021-12-21 14:21:31.944250","0.044400","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0eb3000eff00000dd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"30920","2021-12-21 14:21:32.965448","1.021198","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0eb4000eff00000cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"31065","2021-12-21 14:21:34.002058","1.036610","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0eb500010017d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"31085","2021-12-21 14:21:34.040705","0.038647","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19b60cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"31105","2021-12-21 14:21:34.070981","0.030276","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cb7001cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"31759","2021-12-21 14:21:40.001656","5.930675","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304b826d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"31821","2021-12-21 14:21:40.826050","0.824394","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310b919d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"32831","2021-12-21 14:21:50.020894","9.194844","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304ba24d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"32950","2021-12-21 14:21:50.845427","0.824533","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310bb17d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"33722","2021-12-21 14:21:58.257145","7.411718","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cbc0116d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"33742","2021-12-21 14:21:58.297126","0.039981","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ebd000eff4200c1d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"33877","2021-12-21 14:21:59.351130","1.054004","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ebe000eff4200c0d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"33959","2021-12-21 14:22:00.056041","0.704911","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304bf1fd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"33993","2021-12-21 14:22:00.400867","0.344826","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ec00001000cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"34013","2021-12-21 14:22:00.442056","0.041189","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19c101d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"34033","2021-12-21 14:22:00.469246","0.027190","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cc20011d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"34081","2021-12-21 14:22:00.880873","0.411627","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310c30fd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35103","2021-12-21 14:22:10.090760","9.209887","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304c41ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35227","2021-12-21 14:22:10.915957","0.825197","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310c50dd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35394","2021-12-21 14:22:12.266340","1.350383","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cc6010cd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35414","2021-12-21 14:22:12.304576","0.038236","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ec7000eff8f006ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35508","2021-12-21 14:22:13.346538","1.041962","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ec8000eff8f0069d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35656","2021-12-21 14:22:14.397486","1.050948","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ec900010003d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35676","2021-12-21 14:22:14.440176","0.042690","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19caf8d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"35696","2021-12-21 14:22:14.480681","0.040505","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160ccb0008d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"36351","2021-12-21 14:22:20.125302","5.644621","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304cc12d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"36437","2021-12-21 14:22:20.950986","0.825684","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310cd05d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"37417","2021-12-21 14:22:30.145929","9.194943","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304ce10d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"37543","2021-12-21 14:22:30.999822","0.853893","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310cf03d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38068","2021-12-21 14:22:35.635546","4.635724","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cd00102d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38088","2021-12-21 14:22:35.675221","0.039675","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ed1000ebfff0030d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38238","2021-12-21 14:22:36.716645","1.041424","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ed2000ebfff002fd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38331","2021-12-21 14:22:37.765707","1.049062","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ed3000100f9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38351","2021-12-21 14:22:37.805569","0.039862","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19d4eed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38371","2021-12-21 14:22:37.835841","0.030272","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cd500fed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38435","2021-12-21 14:22:38.320606","0.484765","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1000d60fd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38695","2021-12-21 14:22:40.181630","1.861024","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304d707d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"38783","2021-12-21 14:22:41.035429","0.853799","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a1310ab50fad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"39760","2021-12-21 14:22:50.217338","9.181909","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304d905d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"39880","2021-12-21 14:22:51.040174","0.822836","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310daf8d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"40891","2021-12-21 14:23:00.250974","9.210800","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304db03d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41012","2021-12-21 14:23:01.075306","0.824332","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310dcf6d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41013","2021-12-21 14:23:01.090192","0.014886","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310dcf6d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41332","2021-12-21 14:23:04.152642","3.062450","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cdd01f5d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41352","2021-12-21 14:23:04.191683","0.039041","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ede000e2eff00b4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41498","2021-12-21 14:23:05.216348","1.024665","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0edf000e2eff00b3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41604","2021-12-21 14:23:06.266496","1.050148","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ee0000100ecd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41624","2021-12-21 14:23:06.305138","0.038642","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19e1e1d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"41644","2021-12-21 14:23:06.336769","0.031631","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160ce200f1d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"42114","2021-12-21 14:23:10.299797","3.963028","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304e3fbd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"42198","2021-12-21 14:23:11.139989","0.840192","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310e4eed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43200","2021-12-21 14:23:20.276564","9.136575","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304e5f9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43330","2021-12-21 14:23:21.146141","0.869577","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310e6ecd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43571","2021-12-21 14:23:23.633148","2.487007","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160ce701ebd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43591","2021-12-21 14:23:23.640570","0.007422","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ee8000e00ff4e8ad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43741","2021-12-21 14:23:24.640571","1.000001","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ee9000e00ff4e89d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43888","2021-12-21 14:23:25.675602","1.035031","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0eea000100e2d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43904","2021-12-21 14:23:25.716429","0.040827","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19ebd7d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"43927","2021-12-21 14:23:25.741995","0.025566","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cec00e7d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"44425","2021-12-21 14:23:30.311132","4.569137","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304edf1d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"44484","2021-12-21 14:23:31.180586","0.869454","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310eee4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"44859","2021-12-21 14:23:33.972565","2.791979","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cef01e3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"44873","2021-12-21 14:23:34.013115","0.040550","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ef0000e0013ffbdd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"44956","2021-12-21 14:23:35.096369","1.083254","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ef1000e0013ffbcd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"45102","2021-12-21 14:23:36.117439","1.021070","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0ef2000100dad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"45122","2021-12-21 14:23:36.160519","0.043080","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19f3cfd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"45142","2021-12-21 14:23:36.203228","0.042709","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cf400dfd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"45603","2021-12-21 14:23:40.346401","4.143173","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304f5e9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"45731","2021-12-21 14:23:41.201839","0.855438","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310f6dcd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46227","2021-12-21 14:23:45.671919","4.470080","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cf701dbd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46247","2021-12-21 14:23:45.711080","0.039161","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ef8000e6000ff68d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46369","2021-12-21 14:23:46.737824","1.026744","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0ef9000e6000ff67d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46459","2021-12-21 14:23:47.787794","1.049970","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0efa000100d2d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46479","2021-12-21 14:23:47.826767","0.038973","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a19fbc7d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46499","2021-12-21 14:23:47.858710","0.031943","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cfc00d7d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46834","2021-12-21 14:23:50.366717","2.508007","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1304fde1d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"46930","2021-12-21 14:23:51.236414","0.869697","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1310fed4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47492","2021-12-21 14:23:56.606825","5.370411","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160cff01d3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47512","2021-12-21 14:23:56.645658","0.038833","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e01000ec200fffdd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47659","2021-12-21 14:23:57.670992","1.025334","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e02000ec200fffcd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47798","2021-12-21 14:23:58.707720","1.036728","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0e03000100c9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47818","2021-12-21 14:23:58.745249","0.037529","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a1904bed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47838","2021-12-21 14:23:58.794487","0.049238","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c0500ced8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"47999","2021-12-21 14:24:00.416389","1.621902","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a130406ab50d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"48122","2021-12-21 14:24:01.271560","0.855171","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a131007cbd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"48904","2021-12-21 14:24:08.577756","7.306196","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c0801cad8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"48924","2021-12-21 14:24:08.617536","0.039780","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e09000eff006750d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49074","2021-12-21 14:24:09.671841","1.054305","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e0a000eff00674fd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49186","2021-12-21 14:24:10.435471","0.763630","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13040bd3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49240","2021-12-21 14:24:10.706544","0.271073","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0e0c000100c0d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49260","2021-12-21 14:24:10.745240","0.038696","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a190db5d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49280","2021-12-21 14:24:10.789945","0.044705","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c0e00c5d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"49353","2021-12-21 14:24:11.320769","0.530824","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a13100fc3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50296","2021-12-21 14:24:20.486870","9.166101","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c1001c2d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50316","2021-12-21 14:24:20.525668","0.038798","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a130411cdd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50338","2021-12-21 14:24:20.559183","0.033515","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e12000effffffb0d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50454","2021-12-21 14:24:21.326522","0.767339","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a131013bfd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50483","2021-12-21 14:24:21.565802","0.239280","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e14000effffffaed8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50627","2021-12-21 14:24:22.601825","1.036023","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0e15000100b7d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50647","2021-12-21 14:24:22.640964","0.039139","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a1916acd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"50667","2021-12-21 14:24:22.671302","0.030338","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c1700bcd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"51521","2021-12-21 14:24:30.506507","7.835205","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a130418c6d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"51629","2021-12-21 14:24:31.361457","0.854950","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a131019b9d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52125","2021-12-21 14:24:36.341747","4.980290","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c1a01b8d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52145","2021-12-21 14:24:36.384904","0.043157","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e1b000e000000a4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52277","2021-12-21 14:24:37.436070","1.051166","Master_0x911bb85d","Slave_0x911bb85d","ATT","45","8d0a1a0e1c000e000000a3d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52425","2021-12-21 14:24:38.471847","1.035777","Master_0x911bb85d","Slave_0x911bb85d","ATT","43","8d0a1a0e1d000100afd8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52445","2021-12-21 14:24:38.515663","0.043816","Master_0x911bb85d","Slave_0x911bb85d","ATT","40","8d0a1a191ea4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
"52465","2021-12-21 14:24:38.557563","0.041900","Master_0x911bb85d","Slave_0x911bb85d","ATT","41","8d0a160c1f00b4d8","Sent Write Request, Handle: 0x001c (Unknown: Unknown)"
